ProductCode;AlcoholValueRatio;AlcoholPercentage
132501;50.12;12.5%
7358701;26.09;12%
814401;50.38;14%
12293001;59.44;14.5%
855301;35.79;13%
14411401;32.71;15%
13556901;32.38;14%
13557201;26.13;12.5%
14967001;145.56;12%
14966801;80.56;12%
14966905;81.11;12%
14967101;80.56;12%
14966501;80.56;12%
14966601;68.33;12%
14966701;65;12%
14967301;83.33;12%
14967201;107.22;12%
11043801;72.2;12%
12966401;26.66;12%
9909801;29.73;13%
9909701;34.77;11.5%
7771401;33.39;40%
4450201;27.32;40%
820101;21.96;40%
19604;30.19;44.7%
5884201;16.95;37.5%
12373903;41.65;48%
11061001;31.07;40%
5096703;64.25;28%
5884401;19.46;40%
15230201;17.85;40%
14705401;26.82;13%
14701201;26.82;13%
15379601;17.14;40%
12182901;51.68;12%
14744101;38.96;13%
12182801;46.45;11%
12183001;35.04;10%
2252201;17.43;13%
2252101;16.47;14%
15600601;24.87;11%
14698101;23.7;12%
12546201;36.65;11.5%
12411601;24.31;44%
9192901;17.5;40%
7388805;23.18;11.5%
7388804;29.09;11.5%
6991601;21.44;11.5%
9118001;18.54;11.5%
12412801;19.7;11.5%
12648101;22.39;12.5%
14050201;53.89;59.2%
14050301;54.71;58.4%
13937501;25.52;14%
11696901;28.69;14.5%
13922901;30.34;14.5%
13937301;24.75;14%
13937601;37.88;14.5%
15259901;26.11;14.5%
1254901;25.88;13.5%
2170801;28.47;14%
15261601;31.45;14.5%
15259701;27.06;13.5%
15259501;25.38;14.5%
15261901;39.72;14.5%
15259101;27.58;14.5%
11701302;33.55;15.5%
13846201;32;13%
11487301;63.64;13%
4352301;20.47;12.5%
4352501;23.72;10%
1416001;24.61;13%
4352401;25.67;9.5%
7779506;13.17;12.5%
501801;14.71;12.5%
4073301;24.2;13.5%
4073102;58.67;12.5%
4073405;20.27;12.5%
4073401;18.88;12%
117101;20.79;12.5%
13489201;30.76;13%
13604501;27.77;12%
8221701;17.77;12%
116601;18.12;12.5%
11930701;31.99;12.5%
5557701;12.91;13%
9179001;13.03;13.5%
12613601;15.79;13.5%
11892101;25.69;30%
11892401;25.69;30%
11892301;20.84;38%
11892501;20.46;38%
11663501;59.06;13.5%
1698601;44.68;13.4%
8218001;61.81;12.9%
12563301;49.55;13.4%
8213001;60.4;13.2%
13900701;40.51;13.1%
11663601;50.3;13.2%
14507801;41.57;14.4%
10293401;50.79;13.1%
15464201;35.79;13%
12008501;44.35;13.5%
14261801;53.04;13.8%
12148502;34.69;17%
1794701;26.1;14%
9941305;28.17;15.5%
5869201;26.22;15%
8293401;58.33;16%
12164006;13;12.5%
1670101;17.77;12%
5897201;21.23;13.5%
10166901;18.97;13%
1670301;20.29;11.5%
13483401;20.29;11.5%
1219301;18.12;12.5%
11911006;11.48;13.5%
1219501;16;13.5%
5219906;11.6;12.5%
5219901;15.99;12.5%
5220001;16.78;13.5%
9568605;19.54;14.5%
5869101;18.09;14%
10276401;41.33;15%
5220101;13.85;13%
10229001;47.52;14%
4805302;27.1;42%
757801;20.5;13%
4805201;250;14%
11469801;233.32;15%
9262105;284.44;15%
12385601;261.89;14%
5000601;114.19;14%
9262205;120.9;14%
13077905;319;14%
12010001;26.13;12.5%
11735501;25.13;13%
11735701;25.13;13%
11735601;33.85;13%
12009901;34.36;13%
15286801;29.79;14.1%
15287001;37.73;14.1%
15317801;124.41;13.5%
15533101;53.22;12%
15532501;44.33;12%
15532701;40.92;13%
15533001;295.31;13.5%
15532901;192.59;13.5%
15532401;100.41;13%
15533401;48.96;12.5%
15532601;62.83;12.5%
9283001;30.86;16%
9282301;34.55;17%
14148102;44.78;12.5%
9282401;17.02;12.5%
3638901;55.06;14.5%
15223701;76;14%
12202801;41.79;14%
4262201;57.03;14%
7263401;54.24;13.5%
15223601;63.71;14%
15223501;44.29;14%
12202701;70.69;14.5%
12202901;61.79;14%
12633801;44;14%
12633701;38.12;13.5%
12633601;27.28;13%
13618101;28.48;14%
13275201;22.07;14.5%
7315401;25.67;13.5%
14480301;456.67;15%
8094401;25.12;13.5%
15429501;25.32;10%
13047401;29.15;8%
11654601;16.29;13.5%
11746501;19.58;8.5%
4377307;30.3;11%
11685201;30.9;11%
4377302;41.53;11%
4377301;35.05;11%
15409302;29.77;8%
14107601;29.99;56.2%
15479602;29.77;8%
15480402;34.83;6.5%
15641802;33.18;6.5%
15480102;26.32;10%
15066002;29.74;8%
14956702;31.36;6.5%
14107401;26.19;58.9%
14107501;25.93;59.5%
15205702;24.93;10%
15480502;34.83;6.5%
15641902;32.83;6.5%
15641702;33.88;6.5%
5839801;33.51;11.5%
5839701;27.27;11%
12024101;44.73;11%
12024201;42.78;11.5%
12999101;37.97;10.5%
11838301;31.39;11%
12999201;30.18;11%
7970301;28.79;12.5%
12163702;19.99;40%
12163902;21.49;40%
12163802;26.5;40%
10515201;17.49;16%
13032401;17.27;13.5%
10110201;null;0%
5495901;23.25;43%
5495801;20.71;40%
482201;14.28;40%
13763802;27.67;40%
14118202;32.85;40%
14118502;32.85;40%
14118302;32.85;40%
14118402;34.58;38%
14118702;32.85;40%
14118602;34.58;38%
14119002;32.85;40%
14118902;36.73;35%
14118102;32.85;40%
14118802;32.85;40%
14413301;24.9;47%
11389201;56.52;12.5%
767901;85.33;13%
10640601;46.14;13%
10384001;85.33;13%
12080901;44.09;13%
10384101;85.33;13%
768301;85.33;13%
10383801;85.33;13%
13178002;16.6;50%
1431301;18.93;14.5%
13251202;19.72;40%
13251302;19.06;40%
15548101;12.86;15.5%
10088501;36.41;13%
14311901;17.51;13.5%
14516201;17.85;40%
3775801;15.42;13%
15185602;18.83;5.3%
10050102;21.64;46.2%
15001702;25.06;37.5%
13227202;13.74;40%
1299702;13.59;37.5%
1299701;12.95;37.5%
1208902;20.17;18.5%
1208901;17.29;18.5%
3952108;17.34;41.5%
4596101;22.36;46%
8194001;22.38;46.6%
5932001;29.52;57.1%
6052401;27.15;54.2%
11941901;17.18;47.4%
12659506;12.53;12.5%
14698701;22.5;58.4%
15137901;22.09;58.2%
14698601;21.98;46.8%
13173501;19.51;46.8%
13068901;19.83;46.8%
11758201;15.23;37.5%
3530002;20.76;8%
12704702;53.95;12.5%
12704802;57.9;12%
14427601;19.99;14%
14427501;20.73;13.5%
14427701;13.86;12.5%
6860501;20.3;38%
6860401;23.3;38%
4282901;24.23;11%
9762601;49.84;14%
10771901;146.8;14.5%
9601802;36.49;42%
9762801;25.49;14%
9762401;27.56;14%
9762301;60.46;14%
4435801;20.07;14%
5308501;17.15;13%
14598401;42.28;14.5%
14578501;30.99;12%
11901201;34.17;12%
14302001;48.48;12.5%
14397401;33.11;6%
14186501;33.11;6%
267502;61.13;13%
546502;52;13%
9915101;34.37;13.5%
6916101;40;12.5%
15172701;44.35;13.5%
15260101;35.14;14%
15259201;203.46;13.5%
15319501;243.56;13.5%
12774701;239.07;13.5%
11622401;221.69;13%
15320901;88.57;14%
15260301;80.95;14%
15260201;96.59;13.5%
15292801;60.76;14%
15286501;71.54;14.5%
15292701;75.4;14.5%
379701;20.89;40%
9103701;442.66;12.5%
5889801;329.59;12.5%
15320801;165.71;14%
11395001;25.61;46%
14683101;27.6;46%
14867301;37.44;46%
14858601;89.11;45.2%
2299601;23.32;46%
6080901;26.22;46%
11391301;26.2;46%
14682901;30.89;46%
2160801;26.43;46%
12900601;28.82;46%
14858701;39.21;46%
10045901;27.72;46%
10045801;25.71;46%
10046201;26.98;46%
11390201;24.36;46%
10630501;55.91;15%
12580501;55.91;15%
7987301;45.89;14.5%
12580401;55.91;15%
12580601;59.9;14%
15120601;67.03;14.5%
10630601;68.87;14.5%
10627601;38.53;14.5%
12580701;71.33;14%
15120701;67.03;14.5%
14104901;26.57;13.5%
14105001;28.69;12.5%
14105101;25.62;14%
13458101;30.4;12.5%
13458401;28.63;13.5%
13458301;70.93;12.5%
13471101;56.77;13.5%
15483001;33.32;12%
15483201;82.21;12%
15511001;78.92;12.5%
14414201;81.6;12.5%
14414001;80;12.5%
15086501;38.87;13%
15086601;61.44;13%
15087001;32.31;13%
13389101;17.46;14.5%
15291401;61.33;13%
15291701;55.31;13.5%
13408701;34.37;13.5%
15292001;37.53;13.5%
15291801;56.3;13.5%
15292401;27.65;13.5%
15291501;35.56;13.5%
13409401;32;13.5%
13409301;25.88;13.5%
15292101;27.65;13.5%
13409101;45.63;13.5%
15292301;29.14;13.5%
13408901;30.8;13.5%
15291901;33.78;13.5%
13458001;35.55;13.5%
15190501;13.32;13%
12162801;16.96;11%
9216701;43.72;12.5%
4456401;19.3;14.5%
5879301;39.46;12.5%
4851405;24.36;14.5%
2868901;14.43;12%
7775201;35.89;13%
10390401;38.46;13%
12546001;19.13;13.5%
7340501;20.75;12.5%
7311701;17.97;14.5%
11009301;21.71;12%
5496501;15.57;14%
10899601;20.08;13.5%
12797801;29.63;12%
13626101;10.85;13.5%
768101;34.56;13.5%
768105;35.55;13.5%
932901;50.25;13%
15186702;25.54;8%
15455602;45.95;5%
15455702;24.6;12%
1023201;20.65;46%
14226301;24.4;56.2%
11542001;25.42;55.8%
14010501;28.65;48.6%
7347101;39.46;12.5%
12963801;24.51;13%
12203401;26.66;14.5%
5053001;16.78;13.5%
5052801;13.99;12%
3361606;10.83;12%
1382901;12.88;12%
7844605;20.67;12%
7844701;21.33;12.5%
7897105;82.16;14%
12173201;110.83;12.8%
12173401;37.85;13%
12172901;79.06;12.8%
12173301;54.26;13%
14160206;15.09;12.5%
15606701;17.77;12%
12291601;37.01;13%
12835301;65.21;55.9%
13709801;39.66;43%
14087501;59.52;48%
14685201;54.58;48%
14087201;56.54;48%
12834701;46.45;57.2%
12834601;57.74;48%
12834501;53.73;58.1%
12834801;47.91;48%
13603001;25.59;13.5%
13602901;23.58;13%
13675701;30.58;12.5%
10716801;22.06;11%
10717001;21.45;9%
10716904;27.67;9%
11348101;30.47;14%
11348201;35.23;14%
11348001;23.8;14%
11347901;18.76;13.5%
5717903;37.45;40%
9398605;14.67;40%
15599502;16.99;40%
13379302;17.85;40%
9398601;15.53;40%
11807508;41.63;40%
10789401;15.87;40%
15434902;14.19;38%
5717803;39.42;38%
9766201;14.09;38%
12968201;71.43;40%
14584901;18.21;40%
14584905;17.33;40%
14730202;22.95;57.5%
12946502;14.99;40%
14902002;30.23;43%
14713801;82.9;14%
4587601;27.56;14.5%
4841901;37.12;14%
15548501;18.41;13%
14755301;18.32;8%
4534402;19.99;5.2%
3813101;16.54;38%
9963301;17.77;14.5%
6853201;16.83;13.5%
15376801;23.71;13.5%
15377001;31.01;14.5%
15142101;32.51;12%
15141901;27.77;14%
15376901;32.14;12.5%
12641701;18.45;13%
12641501;18.45;13%
12369102;19.74;40%
12378602;38.6;14.5%
12378302;40.87;15%
12785402;47.39;13.5%
13514301;30.65;10%
13514201;31.99;10%
14973102;49.21;13%
14404901;31.99;10%
12378502;41.46;13.5%
12785502;49.21;13%
12378402;43.12;13.6%
14115402;49.98;16%
15073706;null;0%
10487002;null;0%
13186602;29.84;6%
13296101;26.24;14%
13295601;18.96;14%
13295701;18.72;13.5%
10712002;35.58;5%
11352901;22.94;11.5%
9925902;25.45;5.5%
9925802;22.57;7%
9314902;21.43;7%
9869201;33.32;14%
4323606;10.77;13%
4246201;12.3;13%
5045206;9.33;12.5%
4273101;12.36;12.5%
10242801;24.29;12.5%
14392201;22.36;40%
14392001;23.33;13%
13320701;35.55;15%
331605;21.43;11.5%
331601;24.34;11.5%
13001801;25.67;13.5%
12093901;34.43;12%
12624501;39.02;15%
14513901;29.99;12%
3859301;34.26;12%
3771601;25.36;12%
3771501;26.53;12%
15480202;35.4;6.4%
15480702;33.22;6.8%
15045802;33.18;6.7%
14956502;33.82;6.7%
14824402;28.94;9.4%
15642002;28.59;9.5%
15479702;33.33;9.5%
15641402;32.74;6.9%
14358201;39.46;12.5%
14359101;48.39;13.5%
14358001;57.43;13%
14358401;48.88;12%
15496401;50.12;12.5%
14358301;41.37;14.5%
11509301;24.33;12.5%
14060901;18.79;11%
15490101;27.27;11%
12103201;17.29;38%
12103101;17.85;40%
12103001;18.57;40%
12817601;17.9;41.5%
13377601;18.57;40%
14117802;22.1;38%
12970601;18.58;38%
13336101;17.85;40%
14958102;24.73;38%
12344001;18.57;40%
14243902;15.07;39.8%
14636902;14.99;40%
14965401;22.37;41.5%
15547001;18.57;40%
14429402;19.99;38%
14646302;18.49;40%
13750402;23.2;40%
15372902;22.1;38%
14429501;18.57;40%
11710802;14.99;40%
13888101;19.81;37.5%
15147001;19.81;37.5%
13340201;16.61;43%
15496202;18.42;38%
14525302;20.99;40%
14117502;20.99;40%
12037802;14.99;40%
14117702;21.49;40%
14824802;24.73;40%
14413202;20.99;40%
14786301;18.57;40%
13377502;23.24;47.3%
14637002;23.65;46.5%
13556601;17.48;40%
14700401;17.27;43%
12164501;17.27;43%
12999902;18.99;40%
14117902;20;42%
14656001;17.29;38%
14525402;20.99;40%
14117602;20.24;41.5%
13623102;20.99;40%
11830902;22.1;38%
13518402;19.99;40%
12206901;18.25;13%
12655401;17.77;12%
12814601;27.49;14.5%
12814501;51.24;13%
12923105;48.82;15%
6456901;48.8;15%
12814401;71.33;14%
3874001;26.59;14.5%
15074701;38.87;13%
10497302;21.05;38%
14998802;21.05;38%
14999302;15.99;37.5%
11161102;35.54;18%
7713302;29.99;21%
10905502;18.6;43%
2125902;20.99;40%
2179102;30.47;21%
10905301;25.17;9%
11859102;22.1;38%
11941402;19.96;5%
11941302;19.96;5%
13067402;39.99;16%
12191102;21.05;38%
11377902;19.53;43%
7918302;30.47;21%
10905402;18.13;43%
6391002;30.47;21%
11859002;35.54;18%
14311101;32.8;6.5%
7896401;32.8;6.5%
8349101;32.8;6.5%
13226201;32.8;6.5%
11870601;32.8;6.5%
11941202;23.96;5%
10536601;32.8;6.5%
8262001;32.8;6.5%
12324502;35.54;18%
7918402;29.94;21%
10905602;21.05;38%
2866902;14.93;37.5%
7449601;46.32;13.5%
7449501;67.65;13.5%
7458101;67.65;13.5%
8210101;43.95;13.5%
8210201;37.43;13.5%
14988001;46.91;13.5%
13888005;33.04;13.5%
6942601;31.51;13.5%
3634001;24.84;13.5%
13887905;33.04;13.5%
6942501;32.49;13.5%
15084701;28.88;12%
12963001;25.67;13.5%
15084601;24.61;13%
12963101;23.8;14%
3593806;11.94;12%
12416106;11.36;13.5%
3214301;24.25;43%
862201;37.32;12.5%
12663201;68.71;13%
5078001;58.45;13%
5078101;57.43;13%
6889401;54.35;13%
5078401;49.22;13%
553901;58.45;13%
5918401;57.43;13%
14404201;37.32;12.5%
12872001;42.67;12%
12871801;38.78;12%
12871601;39.33;12%
12872101;44.33;12%
11310401;14.29;11%
12821201;63.66;12.5%
8090701;20.51;11%
12180306;13.35;11.5%
13925101;28.77;10.5%
12821101;24.62;12%
11892901;29.18;12.5%
15463701;31.1;12%
13925201;26.93;12.5%
10840601;53.51;14%
10824801;28.13;9%
11047702;21.56;7%
12636101;122.26;12%
12636001;82.26;12%
14557502;40.35;6%
4367002;25.71;40%
4367001;21.43;40%
14686101;34.15;59%
14543001;35.89;53.1%
14543101;29.04;58.4%
14686001;33.84;56.3%
14686201;36.22;51.5%
14543201;36.91;51.5%
11246701;20;13%
7927901;20;13%
11246801;20.8;12.5%
7916001;15.9;13%
7916101;20;13%
5130201;42.85;14%
5970305;57.14;14%
5970301;57.13;14%
11599001;91.94;14.5%
5970701;23.46;12.5%
1843601;28.14;13.5%
13516902;21.9;40%
12591901;32.72;10.5%
14677702;21.14;7%
13320802;20.7;6%
848902;20.93;6.5%
13624102;24.02;8%
11545402;21.15;10.5%
14678002;19.98;9.5%
849002;29.53;5.5%
11545202;24.65;6.5%
14677902;24.9;6%
1899902;21.85;9%
14677802;26.51;5.5%
11092701;20.46;13%
11093001;19.68;13.5%
11092601;22.21;12%
11092801;22.21;12%
9643401;24.25;40%
11794501;36.25;12.5%
10232001;47.47;12.5%
10231701;52.27;12.5%
10231801;49.07;12.5%
10231601;53.33;12.5%
11204305;45.87;12.5%
11204507;66.4;12.5%
11215107;70.67;12.5%
10231301;44.8;12.5%
10231501;49.07;12.5%
10231401;60.27;12.5%
15012501;44.44;13.5%
10352101;17.54;12.5%
13558201;41.1;13.3%
13558101;43.5;14.1%
15021601;59.92;12%
8305401;26.44;6%
8305502;27.78;6%
11195602;29.8;6%
3402401;18.12;12.5%
14116901;15.64;11.5%
5670801;26.66;14.5%
15361002;24.2;7.5%
9724601;18.47;29%
4939402;18;42%
7899901;39.07;7.3%
7899401;30.37;10.1%
7900101;28.55;10.8%
11607701;51.05;14.1%
11608101;45.34;14.7%
14906101;33.84;13%
10227601;35.55;13.5%
14473902;26.13;38%
11422101;28.79;12.5%
11382801;20.08;14%
11422001;33.89;5.5%
15598101;19.54;13%
15598201;17.38;14.5%
11421801;27.18;15%
3410901;20.06;42%
12470101;83.94;13.5%
15117001;19.91;13.5%
10971206;14.32;13.5%
735101;31.42;14%
14793901;24.68;13.5%
14132301;35.19;12.5%
12442401;18.36;13%
13333605;99.72;12%
56062002;61.53;12%
56062005;60.55;12%
5606201;51.66;12%
5631301;64.83;12%
3989301;161.99;12%
11600901;107.77;12%
9685601;65.54;12%
11312602;26.82;5.3%
7704502;27.87;5.1%
7838002;22.71;5.1%
7704702;27.09;6.7%
13886501;20.34;6.7%
12611602;20.69;5.5%
11520702;22.41;4.9%
13335302;22.41;4.9%
7837902;18.59;5.8%
11312402;25.1;7.1%
13872601;26.66;11.5%
13872701;24.43;12%
13872501;21.81;11%
8259301;28.39;14.5%
8259401;36.67;14.5%
3000101;44.95;14.5%
13593405;35.79;14.5%
13592701;43.11;14.5%
8259501;90;14.5%
13593201;84.49;14.5%
13593805;114.48;14.5%
13593301;142.44;14.5%
8259601;87.25;14.5%
13593001;97.36;14.5%
13593101;21.6;13.5%
1740901;26.55;14%
13592901;84.49;14.5%
10877501;18.12;12.5%
12151001;33.82;11%
14887002;17.57;33%
7708101;13.72;11%
13481101;28.19;13%
10847101;28.19;13%
10612101;30.54;12%
14921302;31.82;6%
15297002;29.48;7%
14550202;36.14;6.2%
14761302;24.72;12%
14761202;34.38;6.2%
15296402;23.99;13%
14921402;28.69;8.2%
7964802;null;0%
10151001;29.63;13.5%
11442601;27.02;14.8%
12091601;160.94;14.5%
12091501;193.09;14.5%
12091701;179.35;14.5%
12091801;225.27;14.5%
12091301;36.59;13.5%
12091401;48.31;14.5%
14345601;30.76;13%
14345501;29.86;12.5%
10091501;19.99;13%
10709001;16.66;14%
7807201;20.94;10.5%
7851801;18.76;13.5%
10708901;18.12;12.5%
8290801;24.99;12%
2896601;22.39;12.5%
12943801;13.29;13%
4195701;15.68;17%
8334801;15.35;40%
4311203;25.55;37.5%
266902;17.14;37.5%
266901;14.66;37.5%
4311202;15.73;37.5%
4311201;14.13;37.5%
1963501;14.1;40%
12632901;15.17;32%
3237601;18.75;40%
11100801;21.43;40%
13144201;35.71;40%
1218601;15.17;32%
3959901;15.17;32%
9016801;19.65;14.9%
1047801;14.37;32%
4280201;15.17;32%
4280202;16.56;32%
9447901;13.67;35%
15650901;15.17;32%
10945102;43.63;5.8%
13532701;17.95;13%
5402;19.71;40%
5401;16.42;40%
4269203;42.45;40%
4269302;16.49;40%
4269201;16.25;40%
5404;24.99;40%
14124702;25.49;40%
7312801;17.85;40%
11693601;19.56;42%
11693701;19.56;42%
141102;24.95;40%
12214802;44.1;55%
14384602;18.49;40%
14754202;41.88;47%
13518002;42.49;47%
1372101;16.42;40%
14124602;27.62;47%
11269202;34;47%
14832102;27;54%
10501002;53.49;41.4%
12428702;27.25;40%
3496001;98.21;40%
11937802;177.33;45%
3345201;23.52;17%
1554501;42.82;40%
10644601;38.6;40%
1039201;17.75;40%
1426001;18.39;40%
1426002;17.49;40%
659005;29.48;40%
659007;22.24;40%
4269603;49.95;40%
4269602;24.99;40%
4269601;24;40%
659001;25;40%
659002;28.56;40%
6839602;34.09;45.7%
14754302;28.25;40%
13740901;41.48;13.5%
12365601;394.07;13.5%
12364801;40;13%
12365501;38.52;13.5%
12365001;73.85;13%
12365701;48.4;13.5%
12365101;56.31;13%
12365801;48.4;13.5%
12366101;46.15;13%
12364901;81.03;13%
12366301;71.11;13.5%
12365301;132.31;13%
12365401;123.08;13%
12365201;81.03;13%
12364701;70.77;13%
14899101;53.85;13%
12365901;48.4;13.5%
12366001;48.4;13.5%
10429801;41.46;13.5%
10429901;34.91;14.5%
13346901;18.12;12.5%
13517201;17.45;12.5%
12103701;15.82;12.5%
13715201;27.04;40%
13715001;23.39;40%
13714901;25;40%
13715101;21.59;43%
7335501;49.37;13.5%
14480901;41.02;13%
14480601;61.53;13%
14480501;61.53;13%
14480801;41.02;13%
14480701;57.13;14%
14481001;58.84;14.5%
14111001;63.2;13.5%
14481101;55.16;14.5%
14481201;59.25;13.5%
14705901;61.22;13.5%
14109601;88.19;13%
14109701;89.22;13%
15172602;25.44;5.7%
15137402;27.72;5%
15179002;27.08;5.2%
13972601;49.66;15%
4376701;24.02;13.5%
4029301;32.47;14%
14953401;58;14.5%
5437901;51.1;15%
9677601;53.21;14%
4376602;69.96;15%
3286201;44.84;13.5%
11560101;45.62;14%
13500301;37.12;12.5%
13500401;30.36;13%
13500501;33.19;13.5%
13517901;54.79;14.6%
12892001;59.6;7%
13771001;51.73;5%
14760001;39.46;9.8%
13432001;52.69;6%
14052301;55.55;8.8%
13577501;56.72;5.2%
13833701;41.53;8.8%
13770901;49.12;7.6%
14218001;41.55;8.8%
14340501;57.53;6%
14546301;62.38;6%
14540001;76.87;6%
13956801;57.03;5.8%
14218101;65.81;7%
13432201;59.96;6%
12933701;59.75;6.5%
13577401;73.24;6%
15372105;21.21;11%
11829201;18.17;11%
15372301;19.38;11%
11829301;18.17;11%
10440401;18.12;12.5%
14386801;18.56;14%
11856401;32.58;13.5%
11856501;33.07;13.3%
13087501;113.55;14.5%
9031301;23.62;14.5%
9286101;49.24;15%
9286105;47.47;14%
681601;28.3;13%
681605;28.92;13%
14877701;25.8;15.5%
15285501;41.37;14.5%
14924801;32.73;14.5%
14919901;23.35;14.5%
12442501;33.65;14.5%
15129005;30.34;14.5%
14637701;24.36;17%
14746601;31.71;14%
14746701;30.62;14.5%
5122601;23.1;17%
274205;21.17;17%
274202;25.19;17%
274201;23.1;17%
1206001;22.35;17%
1206003;35.18;17%
1206002;23.52;17%
13459001;23.1;17%
12315401;23.1;17%
11895901;23.1;17%
14994401;24.36;17%
14717001;26.66;12%
14717101;33.32;12%
14712401;28.97;14.5%
4597401;32.82;13%
14712301;31.63;14.5%
14171101;32.31;13%
13050501;38.16;14.5%
14712601;35.86;14.5%
10975301;21.1;12%
10799301;24.11;10.5%
14698501;27.64;13.5%
10099201;21.04;9.5%
13259402;34.99;20%
11747902;38.94;19%
2185904;null;0%
13258901;39.99;10%
310702;24.99;40%
11747802;24.99;40%
13257305;37.32;5%
956202;32.67;5%
9754501;31.97;5%
13884701;37.31;5%
12642102;27.49;5.5%
11748002;46.94;11.5%
7955301;29.86;5.8%
7955401;39.32;10%
241001;22.21;9%
470501;26.65;6.5%
956302;26.53;6.5%
10210102;26.99;6.5%
10521002;26.69;6.8%
13257405;28.42;6.8%
9754601;25.47;6.8%
12272505;23.52;8.5%
13620001;25.08;8.5%
13619905;25.09;8.5%
13617001;29.44;8.6%
14141002;23.69;6%
10990602;24.2;7.5%
15441504;43.71;5.3%
9754701;22.48;8%
10520902;22.69;8%
238702;44.98;12%
12787904;null;0%
10521102;28.68;5.8%
229601;28.71;5.8%
10990802;55.7;14%
304702;45.7;14%
304302;50.31;15.5%
304502;55.7;14%
10612201;50.66;14%
11767102;102.68;10%
11767001;56.62;12.5%
12040601;11.27;13%
13268901;25.65;46%
13174401;27.89;55%
13187801;22.8;46%
13269001;23;50%
12801501;26.2;53%
15022301;20.32;12.5%
1007502;18.57;35%
14526702;33.48;6%
3994802;38.51;5.5%
3994702;35.3;6%
3995002;37.16;5.7%
892002;34.59;7%
13348002;35.08;5.2%
3994902;34.16;6.2%
15268401;21.99;11.5%
12597401;24.42;6%
14642701;18.88;12%
9578002;22.49;40%
13126101;48.33;12%
8328301;58.22;12%
8328201;39.89;12%
